transaction_id,invoice_id,actual_invoice_id,actual_status,label,xgb_probability,prediction,amount_difference,amount_difference_percent,vendor_similarity,date_difference_days,reference_match,confidence,confidence_margin
TXN-6006,INV-0195,INV-0195,MATCH,1,0.9999293,1,0.0,0.0,38.297872340425535,15,1,73.98936170212767,7.419358472037587
TXN-6006,INV-0242,INV-0195,MATCH,0,2.0081786e-06,0,5450.0,2.4384787472035794,27.272727272727266,11,0,66.57000323009008,7.419358472037587
TXN-6006,INV-0018,INV-0195,MATCH,0,5.969998e-06,0,750.0,0.3286590709903593,27.272727272727266,13,0,66.51049599985004,7.419358472037587
TXN-6006,INV-0118,INV-0195,MATCH,0,0.0003106123,0,200.0,0.08727907484180668,38.297872340425535,66,0,66.41186602170453,7.419358472037587
TXN-6006,INV-0460,INV-0195,MATCH,0,6.084361e-06,0,5000.0,2.232641214556821,27.906976744186053,15,0,64.54988761965323,7.419358472037587
TXN-6006,INV-0088,INV-0195,MATCH,0,2.0081786e-06,0,17300.0,7.025380710659898,27.906976744186053,11,0,64.3654961217163,7.419358472037587
TXN-6006,INV-0204,INV-0195,MATCH,0,1.5126388e-06,0,12550.0,5.196687370600414,38.297872340425535,132,0,63.70688515924408,7.419358472037587
TXN-6006,INV-0042,INV-0195,MATCH,0,1.5126388e-06,0,16000.0,6.531945294958155,38.297872340425535,82,0,62.99998390517234,7.419358472037587
TXN-6006,INV-0353,INV-0195,MATCH,0,2.0081786e-06,0,18600.0,7.513633609371843,21.73913043478261,11,0,61.93012236025584,7.419358472037587
TXN-6006,INV-0390,INV-0195,MATCH,0,1.5921771e-06,0,4700.0,2.0958751393534003,27.272727272727266,135,0,61.45726396365783,7.419358472037587
TXN-6006,INV-0438,INV-0195,MATCH,0,1.5126388e-06,0,25150.0,9.897678079496261,38.297872340425535,41,0,61.218125372181575,7.419358472037587
TXN-6006,INV-0301,INV-0195,MATCH,0,5.969998e-06,0,23600.0,11.492573654735818,27.272727272727266,12,0,61.188423573161245,7.419358472037587
TXN-6006,INV-0023,INV-0195,MATCH,0,1.5921771e-06,0,7350.0,3.3167870036101084,27.272727272727266,82,0,60.810898859051335,7.419358472037587
TXN-6006,INV-0295,INV-0195,MATCH,0,1.1407553e-06,0,31200.0,15.777496839443742,27.272727272727266,9,0,60.684640710668816,7.419358472037587
TXN-6006,INV-0403,INV-0195,MATCH,0,1.5921771e-06,0,8700.0,3.660845781611614,27.272727272727266,187,0,60.62875009422701,7.419358472037587
TXN-6006,INV-0476,INV-0195,MATCH,0,1.5921771e-06,0,10150.0,4.2450857381848595,27.906976744186053,26,0,60.54329934243839,7.419358472037587
TXN-6006,INV-0026,INV-0195,MATCH,0,1.5921771e-06,0,9150.0,4.16287534121929,27.272727272727266,212,0,60.36296973914059,7.419358472037587
TXN-6006,INV-0045,INV-0195,MATCH,0,1.1539062e-06,0,37050.0,13.928571428571429,16.66666666666667,5,0,60.273109243697476,7.419358472037587
TXN-6006,INV-0029,INV-0195,MATCH,0,1.5921771e-06,0,11500.0,5.288572085536905,27.906976744186053,174,0,59.990865393840245,7.419358472037587
TXN-6006,INV-0377,INV-0195,MATCH,0,1.5921771e-06,0,11800.0,5.43403177527055,27.906976744186053,186,0,59.91385732280478,7.419358472037587
TXN-6006,INV-0096,INV-0195,MATCH,0,1.5921771e-06,0,11800.0,5.43403177527055,27.906976744186053,186,0,59.91385732280478,7.419358472037587
TXN-6006,INV-0054,INV-0195,MATCH,0,1.5126388e-06,0,25400.0,12.478506509457137,38.297872340425535,130,0,59.851804438672886,7.419358472037587
TXN-6006,INV-0372,INV-0195,MATCH,0,1.5921771e-06,0,7150.0,3.0283778060144004,23.07692307692308,62,0,59.48271401220052,7.419358472037587
TXN-6006,INV-0102,INV-0195,MATCH,0,1.5921771e-06,0,13900.0,6.463613113229481,27.906976744186053,163,0,59.3687848497677,7.419358472037587
TXN-6006,INV-0212,INV-0195,MATCH,0,1.5921771e-06,0,1950.0,0.8590308370044052,19.04761904761905,56,0,59.209084514863214,7.419358472037587
TXN-6006,INV-0020,INV-0195,MATCH,0,1.5921771e-06,0,9750.0,4.447992700729927,23.80952380952381,114,0,58.98971815003374,7.419358472037587
TXN-6006,INV-0113,INV-0195,MATCH,0,1.5921771e-06,0,9900.0,4.5195160922163895,23.80952380952381,164,0,58.95185282512914,7.419358472037587
TXN-6006,INV-0192,INV-0195,MATCH,0,1.5921771e-06,0,7200.0,3.246899661781285,21.73913043478261,70,0,58.89486386192142,7.419358472037587
TXN-6006,INV-0406,INV-0195,MATCH,0,1.5126388e-06,0,29150.0,14.589589589589588,38.297872340425535,22,0,58.734172219779225,7.419358472037587
TXN-6006,INV-0008,INV-0195,MATCH,0,1.5921771e-06,0,600.0,0.26275454346398075,16.66666666666667,242,0,58.68442406522495,7.419358472037587
TXN-6006,INV-0296,INV-0195,MATCH,0,1.1407553e-06,0,38250.0,20.05768222338752,27.906976744186053,9,0,58.64251296791933,7.419358472037587
TXN-6006,INV-0230,INV-0195,MATCH,0,1.5921771e-06,0,11700.0,5.385500575373993,23.80952380952381,93,0,58.493390451692754,7.419358472037587
TXN-6006,INV-0291,INV-0195,MATCH,0,1.5921771e-06,0,11850.0,4.92109634551495,23.07692307692308,62,0,58.48068655011199,7.419358472037587
TXN-6006,INV-0236,INV-0195,MATCH,0,1.5921771e-06,0,11750.0,5.4097605893186005,23.80952380952381,75,0,58.48054691489856,7.419358472037587
TXN-6006,INV-0200,INV-0195,MATCH,0,1.5921771e-06,0,2150.0,0.9479717813051146,16.66666666666667,39,0,58.32166199813259,7.419358472037587
TXN-6006,INV-0307,INV-0195,MATCH,0,1.5921771e-06,0,6000.0,2.553734837199404,19.04761904761905,128,0,58.31188827946587,7.419358472037587
TXN-6006,INV-0213,INV-0195,MATCH,0,1.5921771e-06,0,3350.0,1.4421007318123116,16.66666666666667,194,0,58.060064318452305,7.419358472037587
TXN-6006,INV-0228,INV-0195,MATCH,0,1.5921771e-06,0,21700.0,8.657490524635946,27.272727272727266,46,0,57.98346758321412,7.419358472037587
TXN-6006,INV-0253,INV-0195,MATCH,0,1.5921771e-06,0,7650.0,3.23330515638208,19.04761904761905,94,0,57.95211575754563,7.419358472037587
TXN-6006,INV-0302,INV-0195,MATCH,0,9.70914e-07,0,86650.0,27.455640050697085,23.80952380952381,2,0,57.397434258874654,7.419358472037587
TXN-6006,INV-0500,INV-0195,MATCH,0,1.5921771e-06,0,13700.0,5.645992169791882,20.0,89,0,57.01094532187489,7.419358472037587
TXN-6006,INV-0095,INV-0195,MATCH,0,1.5921771e-06,0,16800.0,6.836215666327569,21.73913043478261,94,0,56.9946377418675,7.419358472037587
TXN-6006,INV-0365,INV-0195,MATCH,0,1.5921771e-06,0,27550.0,10.74074074074074,27.272727272727266,95,0,56.88057040998218,7.419358472037587
TXN-6006,INV-0194,INV-0195,MATCH,0,1.5921771e-06,0,8600.0,3.902881778987974,16.66666666666667,80,0,56.75729788171225,7.419358472037587
TXN-6006,INV-0082,INV-0195,MATCH,0,1.5126388e-06,0,35800.0,18.534817499352833,38.297872340425535,39,0,56.645522149904565,7.419358472037587
TXN-6006,INV-0205,INV-0195,MATCH,0,1.5921771e-06,0,22350.0,8.89375248706725,23.80952380952381,94,0,56.636080616090446,7.419358472037587
TXN-6006,INV-0287,INV-0195,MATCH,0,1.5126388e-06,0,36150.0,18.75,38.297872340425535,78,0,56.531602002503135,7.419358472037587
TXN-6006,INV-0427,INV-0195,MATCH,0,1.5126388e-06,0,52850.0,18.754435770049678,38.297872340425535,202,0,56.5292536536533,7.419358472037587
TXN-6006,INV-0163,INV-0195,MATCH,0,1.5921771e-06,0,16150.0,6.5891472868217065,20.0,46,0,56.51162790697674,7.419358472037587
TXN-6006,INV-0391,INV-0195,MATCH,0,1.5126388e-06,0,54300.0,19.17034421888791,38.297872340425535,25,0,56.309066827797764,7.419358472037587
TXN-6006,INV-0311,INV-0195,MATCH,0,4.1222747e-06,0,24600.0,9.702228357325971,23.07692307692308,20,0,55.94949901444734,7.419358472037587
